District,Day,Demand
M3C 0,05/29/2021,7249
M3C 0,05/30/2021,8853
M3C 0,05/31/2021,5923
M3C 0,06/01/2021,6269
M3C 0,06/02/2021,5805
M3C 0,06/03/2021,4758
M3C 0,06/04/2021,7103
M3C 0,06/05/2021,10737
M3C 0,06/06/2021,9028
M3C 0,06/07/2021,6009
M3C 0,06/08/2021,4534
M3C 0,06/09/2021,6680
M3C 0,06/10/2021,6627
M3C 0,06/11/2021,7345
M3C 0,06/12/2021,10269
M3C 0,06/13/2021,8321
M3C 0,06/14/2021,4510
M3C 0,06/15/2021,6756
M3C 0,06/16/2021,6864
M3C 0,06/17/2021,6952
M3C 0,06/18/2021,4996
M3C 0,06/19/2021,8470
M3C 0,06/20/2021,8199
M3C 0,06/21/2021,5178
M3C 0,06/22/2021,5986
M3C 0,06/23/2021,6737
M3C 0,06/24/2021,7177
M3C 0,06/25/2021,4200
M3C 0,06/26/2021,6648
M3C 0,06/27/2021,9023
M3C 0,06/28/2021,6117
M3C 0,06/29/2021,4148
M3C 0,06/30/2021,6850
M3C 0,07/01/2021,7608
M3C 0,07/02/2021,5849
M3C 0,07/03/2021,9181
M3C 0,07/04/2021,8029
M3C 0,07/05/2021,6312
M3C 0,07/06/2021,6494
M3C 0,07/07/2021,6668
M3C 0,07/08/2021,3553
M3C 0,07/09/2021,5495
M3C 0,07/10/2021,9620
M3C 0,07/11/2021,4988
M3C 0,07/12/2021,6181
M3C 0,07/13/2021,5548
M3C 0,07/14/2021,9263
M3C 0,07/15/2021,6003
M3C 0,07/16/2021,7489
M3C 0,07/17/2021,5908
M3C 0,07/18/2021,7926
M3C 0,07/19/2021,6475
M3C 0,07/20/2021,6056
M3C 0,07/21/2021,10141
M3C 0,07/22/2021,7889
M3C 0,07/23/2021,8298
M3C 0,07/24/2021,5432
M3C 0,07/25/2021,8185
M3C 0,07/26/2021,7058
M3C 0,07/27/2021,5609
M3C 0,07/28/2021,10248
M3C 0,07/29/2021,5984
M3C 0,07/30/2021,8140
M3C 0,07/31/2021,7108
M3C 0,08/01/2021,6945
M3C 0,08/02/2021,8347
M3C 0,08/03/2021,7332
M3C 0,08/04/2021,8204
M3C 0,08/05/2021,7894
M3C 0,08/06/2021,8180
M3C 0,08/07/2021,8137
M3C 0,08/08/2021,8348
M3C 0,08/09/2021,6879
M3C 0,08/10/2021,6657
M3C 0,08/11/2021,7224
M3C 0,08/12/2021,7406
M3C 0,08/13/2021,7758
M3C 0,08/14/2021,9791
M3C 0,08/15/2021,8428
M3C 0,08/16/2021,6955
M3C 0,08/17/2021,7526
M3C 0,08/18/2021,7550
M3C 0,08/19/2021,8284
M3C 0,08/20/2021,8770
M3C 0,08/21/2021,9561
M3C 0,08/22/2021,8237
M3C 0,08/23/2021,7289
M3C 0,08/24/2021,8058
M3C 0,08/25/2021,7922
M3C 0,08/26/2021,7431
M3C 0,08/27/2021,9047
M3C 0,08/28/2021,8818
M3C 0,08/29/2021,7224
M3C 0,08/30/2021,7444
M3C 0,08/31/2021,8085
M3C 0,09/01/2021,8108
M3C 0,09/02/2021,8502
M3C 0,09/03/2021,8295
M3C 0,09/04/2021,9293
M3C 0,09/05/2021,8874
M3C 0,09/06/2021,7778
M3C 0,09/07/2021,6120
M3C 0,09/08/2021,7644
M3C 0,09/09/2021,7705
M3C 0,09/10/2021,8263
M3C 0,09/11/2021,9011
M3C 0,09/12/2021,6685
M3C 0,09/13/2021,7450
M3C 0,09/14/2021,7365
M3C 0,09/15/2021,7779
M3C 0,09/16/2021,8462
M3C 0,09/17/2021,8854
M3C 0,09/18/2021,9965
M3C 0,09/19/2021,8297
M3C 0,09/20/2021,7892
M3C 0,09/21/2021,6280
M3C 0,09/22/2021,2811
M3C 0,09/23/2021,6470
M3C 0,09/24/2021,7754
M3C 0,09/25/2021,6576
M3C 0,09/26/2021,7378
M3C 0,09/27/2021,6854
M3C 0,09/28/2021,7777
M3C 0,09/29/2021,7839
M3C 0,09/30/2021,7750
M3C 0,10/01/2021,8376
M3C 0,10/02/2021,8911
M3C 0,10/03/2021,4014
M3C 0,10/04/2021,5291
M3C 0,10/05/2021,7300
M3C 0,10/06/2021,7651
M3C 0,10/07/2021,7629
M3C 0,10/08/2021,7666
M3C 0,10/09/2021,4771
M3C 0,10/10/2021,6701
M3C 0,10/11/2021,6698
M3C 0,10/12/2021,7719
M3C 0,10/13/2021,7966
M3C 0,10/14/2021,8061
M3C 0,10/15/2021,5699
M3C 0,10/16/2021,5430
M3C 0,10/17/2021,5644
M3C 0,10/18/2021,6432
M3C 0,10/19/2021,7367
M3C 0,10/20/2021,7027
M3C 0,10/21/2021,5627
M3C 0,10/22/2021,6578
M3C 0,10/23/2021,5836
M3C 0,10/24/2021,5556
M3C 0,10/25/2021,2583
M3C 0,10/26/2021,3354
M3C 0,10/27/2021,7304
M3C 0,10/28/2021,6299
M3C 0,10/29/2021,4900
M3C 0,10/30/2021,3113
M3C 0,10/31/2021,4997
M3C 0,11/01/2021,5249
M3C 0,11/02/2021,5396
M3C 0,11/03/2021,5568
M3C 0,11/04/2021,5332
M3C 0,11/05/2021,5685
M3C 0,11/06/2021,5296
M3C 0,11/07/2021,5454
M3C 0,11/08/2021,5676
M3C 0,11/09/2021,4499
M3C 0,11/10/2021,5752
M3C 0,11/11/2021,5615
M3C 0,11/12/2021,5486
M3C 0,11/13/2021,4375
M3C 0,11/14/2021,2086
M3C 0,11/15/2021,4368
M3C 0,11/16/2021,4778
M3C 0,11/17/2021,4633
M3C 0,11/18/2021,4837
M3C 0,11/19/2021,4948
M3C 0,11/20/2021,4027
M3C 0,11/21/2021,3035
M3C 0,11/22/2021,3893
M3C 0,11/23/2021,4491
M3C 0,11/24/2021,4690
M3C 0,11/25/2021,3596
M3C 0,11/26/2021,3884
M3C 0,11/27/2021,3252
M3C 0,11/28/2021,959
M3C 0,11/29/2021,2406
M3C 0,11/30/2021,2867
M3C 0,12/01/2021,4025
M3C 0,12/02/2021,3857
M3C 0,12/03/2021,4026
M3C 0,12/04/2021,3097
M3C 0,12/05/2021,2288
M3C 0,12/06/2021,2846
M3C 0,12/07/2021,3299
M3C 0,12/08/2021,2148
M3C 0,12/09/2021,2732
M3C 0,12/10/2021,3680
M3C 0,12/11/2021,2938
M3C 0,12/12/2021,2826
M3C 0,12/13/2021,3643
M3C 0,12/14/2021,3685
M3C 0,12/15/2021,3184
M3C 0,12/16/2021,3861
M3C 0,12/17/2021,3857
M3C 0,12/18/2021,968
M3C 0,12/19/2021,1328
M3C 0,12/20/2021,2222
M3C 0,12/21/2021,2479
M3C 0,12/22/2021,1995
M3C 0,12/23/2021,2025
M3C 0,12/24/2021,1530
M3C 0,12/25/2021,790
M3C 0,12/26/2021,1298
M3C 0,12/27/2021,733
M3C 0,12/28/2021,1690
M3C 0,12/29/2021,1871
M3C 0,12/30/2021,2088
M3C 0,12/31/2021,2467
M3C 0,01/01/2022,1430
M3C 0,01/02/2022,636
M3C 0,01/03/2022,1154
M3C 0,01/04/2022,1790
M3C 0,01/05/2022,1587
M3C 0,01/06/2022,1627
M3C 0,01/07/2022,1589
M3C 0,01/08/2022,1382
M3C 0,01/09/2022,1292
M3C 0,01/10/2022,1182
M3C 0,01/11/2022,1013
M3C 0,01/12/2022,1832
M3C 0,01/13/2022,1957
M3C 0,01/14/2022,1515
M3C 0,01/15/2022,851
M3C 0,01/16/2022,1189
M3C 0,01/17/2022,121
M3C 0,01/18/2022,263
M3C 0,01/19/2022,556
M3C 0,01/20/2022,498
M3C 0,01/21/2022,663
M3C 0,01/22/2022,595
M3C 0,01/23/2022,462
M3C 0,01/24/2022,432
M3C 0,01/25/2022,553
M3C 0,01/26/2022,568
M3C 0,01/27/2022,662
M3C 0,01/28/2022,702
M3C 0,01/29/2022,568
M3C 0,01/30/2022,603
M3C 0,01/31/2022,1113
M3C 0,02/01/2022,1456
M3C 0,02/02/2022,898
M3C 0,02/03/2022,635
M3C 0,02/04/2022,653
M3C 0,02/05/2022,873
M3C 0,02/06/2022,991
M3C 0,02/07/2022,1609
M3C 0,02/08/2022,1620
M3C 0,02/09/2022,2111
M3C 0,02/10/2022,1985
M3C 0,02/11/2022,1618
M3C 0,02/12/2022,1565
M3C 0,02/13/2022,1081
M3C 0,02/14/2022,1513
M3C 0,02/15/2022,1821
M3C 0,02/16/2022,2298
M3C 0,02/17/2022,864
M3C 0,02/18/2022,661
M3C 0,02/19/2022,660
M3C 0,02/20/2022,888
M3C 0,02/21/2022,1421
M3C 0,02/22/2022,1464
M3C 0,02/23/2022,1766
M3C 0,02/24/2022,1665
M3C 0,02/25/2022,855
M3C 0,02/26/2022,1264
M3C 0,02/27/2022,1013
M3C 0,02/28/2022,1759
M3C 0,03/01/2022,2434
M3C 0,03/02/2022,2583
M3C 0,03/03/2022,2187
M3C 0,03/04/2022,2495
M3C 0,03/05/2022,2029
M3C 0,03/06/2022,2954
M3C 0,03/07/2022,1618
M3C 0,03/08/2022,2742
M3C 0,03/09/2022,3092
M3C 0,03/10/2022,3191
M3C 0,03/11/2022,1702
M3C 0,03/12/2022,1251
M3C 0,03/13/2022,1089
M3C 0,03/14/2022,2628
M3C 0,03/15/2022,1626
M3C 0,03/16/2022,2736
M3C 0,03/17/2022,4309
M3C 0,03/18/2022,4033
M3C 0,03/19/2022,2031
M3C 0,03/20/2022,3501
M3C 0,03/21/2022,3989
M3C 0,03/22/2022,3483
M3C 0,03/23/2022,1887
M3C 0,03/24/2022,3659
M3C 0,03/25/2022,3586
M3C 0,03/26/2022,2443
M3C 0,03/27/2022,1366
M3C 0,03/28/2022,1968
M3C 0,03/29/2022,2845
M3C 0,03/30/2022,2298
M3C 0,03/31/2022,3673
M3C 0,04/01/2022,2532
M3C 0,04/02/2022,3323
M3C 0,04/03/2022,2523
M3C 0,04/04/2022,3543
M3C 0,04/05/2022,3680
M3C 0,04/06/2022,3605
M3C 0,04/07/2022,4045
M3C 0,04/08/2022,4067
M3C 0,04/09/2022,3415
M3C 0,04/10/2022,3539
M3C 0,04/11/2022,3618
M3C 0,04/12/2022,5463
M3C 0,04/13/2022,4037
M3C 0,04/14/2022,5021
M3C 0,04/15/2022,3569
M3C 0,04/16/2022,4108
M3C 0,04/17/2022,3564
M3C 0,04/18/2022,2230
M3C 0,04/19/2022,2884
M3C 0,04/20/2022,4466
M3C 0,04/21/2022,3728
M3C 0,04/22/2022,5909
M3C 0,04/23/2022,4111
M3C 0,04/24/2022,5740
M3C 0,04/25/2022,3646
M3C 0,04/26/2022,4825
M3C 0,04/27/2022,4097
M3C 0,04/28/2022,5414
M3C 0,04/29/2022,5816
M3C 0,04/30/2022,7087
M3C 0,05/01/2022,3135
M3C 0,05/02/2022,4687
M3C 0,05/03/2022,3415
M3C 0,05/04/2022,6237
M3C 0,05/05/2022,6396
M3C 0,05/06/2022,6159
M3C 0,05/07/2022,7066
M3C 0,05/08/2022,6390
M3C 0,05/09/2022,6504
M3C 0,05/10/2022,7337
M3C 0,05/11/2022,9003
M3C 0,05/12/2022,8502
M3C 0,05/13/2022,8514
M3C 0,05/14/2022,11129
M3C 0,05/15/2022,9247
M3C 0,05/16/2022,5647
M3C 0,05/17/2022,7059
M3C 0,05/18/2022,7859
M3C 0,05/19/2022,7015
M3C 0,05/20/2022,8144
M3C 0,05/21/2022,7601
M3C 0,05/22/2022,6488
M3C 0,05/23/2022,8364
M3C 0,05/24/2022,7747
M3C 0,05/25/2022,8284
M3C 0,05/26/2022,8150
M3C 0,05/27/2022,6948
M3C 0,05/28/2022,10769
M3C 0,05/29/2022,10052
M3C 0,05/30/2022,8759
M3C 0,05/31/2022,9026
M3C 0,06/01/2022,7456
M3C 0,06/02/2022,8998
M3C 0,06/03/2022,9723
M3C 0,06/04/2022,11577
M3C 0,06/05/2022,9986
M3C 0,06/06/2022,5495
M3C 0,06/07/2022,4924
M3C 0,06/08/2022,9064
M3C 0,06/09/2022,8101
M3C 0,06/10/2022,10006
M3C 0,06/11/2022,10482
M3C 0,06/12/2022,8228
M3C 0,06/13/2022,8877
M3C 0,06/14/2022,9973
M3C 0,06/15/2022,9641
M3C 0,06/16/2022,9392
M3C 0,06/17/2022,10026
M3C 0,06/18/2022,10302
M3C 0,06/19/2022,9379
M3C 0,06/20/2022,8672
M3C 0,06/21/2022,10417
M3C 0,06/22/2022,10171
M3C 0,06/23/2022,11072
M3C 0,06/24/2022,11036
M3C 0,06/25/2022,11990
M3C 0,06/26/2022,10282
M3C 0,06/27/2022,9107
M3C 0,06/28/2022,10186
M3C 0,06/29/2022,9596
M3C 0,06/30/2022,10440
M3C 0,07/01/2022,9586
M3C 0,07/02/2022,11375
M3C 0,07/03/2022,10393
M3C 0,07/04/2022,9178
M3C 0,07/05/2022,7256
M3C 0,07/06/2022,10506
M3C 0,07/07/2022,9122
M3C 0,07/08/2022,1990
M3C 0,07/09/2022,11606
M3C 0,07/10/2022,11186
M3C 0,07/11/2022,9207
M3C 0,07/12/2022,10428
M3C 0,07/13/2022,10209
M3C 0,07/14/2022,11576
M3C 0,07/15/2022,11410
M3C 0,07/16/2022,11978
M3C 0,07/17/2022,10577
M3C 0,07/18/2022,7489
M3C 0,07/19/2022,10568
M3C 0,07/20/2022,10052
M3C 0,07/21/2022,11209
M3C 0,07/22/2022,11031
M3C 0,07/23/2022,11796
M3C 0,07/24/2022,8207
M3C 0,07/25/2022,9788
M3C 0,07/26/2022,11342
M3C 0,07/27/2022,11545
M3C 0,07/28/2022,10803
M3C 0,07/29/2022,11198
M3C 0,07/30/2022,11974
M3C 0,07/31/2022,10769
M3C 0,08/01/2022,9095
M3C 0,08/02/2022,10866
M3C 0,08/03/2022,10461
M3C 0,08/04/2022,9180
M3C 0,08/05/2022,11368
M3C 0,08/06/2022,11191
M3C 0,08/07/2022,9772
M3C 0,08/08/2022,8424
M3C 0,08/09/2022,11065
M3C 0,08/10/2022,11378
M3C 0,08/11/2022,11677
M3C 0,08/12/2022,11346
M3C 0,08/13/2022,12343
M3C 0,08/14/2022,10533
M3C 0,08/15/2022,10730
M3C 0,08/16/2022,11195
M3C 0,08/17/2022,11072
M3C 0,08/18/2022,10789
M3C 0,08/19/2022,10471
M3C 0,08/20/2022,11449
M3C 0,08/21/2022,8494
M3C 0,08/22/2022,6149
M3C 0,08/23/2022,10487
M3C 0,08/24/2022,10895
M3C 0,08/25/2022,9870
M3C 0,08/26/2022,10628
M3C 0,08/27/2022,11026
M3C 0,08/28/2022,10099
M3C 0,08/29/2022,9612
M3C 0,08/30/2022,8300
M3C 0,08/31/2022,11303
M3C 0,09/01/2022,10696
M3C 0,09/02/2022,10571
M3C 0,09/03/2022,9798
M3C 0,09/04/2022,8861
M3C 0,09/05/2022,8175
M3C 0,09/06/2022,10754
M3C 0,09/07/2022,10229
M3C 0,09/08/2022,11253
M3C 0,09/09/2022,11270
M3C 0,09/10/2022,11233
M3C 0,09/11/2022,9627
M3C 0,09/12/2022,8275
M3C 0,09/13/2022,10829
M3C 0,09/14/2022,11201
M3C 0,09/15/2022,10491
M3C 0,09/16/2022,9846
M3C 0,09/17/2022,9549
M3C 0,09/18/2022,7144
M3C 0,09/19/2022,9056
M3C 0,09/20/2022,11038
M3C 0,09/21/2022,10600
M3C 0,09/22/2022,9788
M3C 0,09/23/2022,9311
M3C 0,09/24/2022,8615
M3C 0,09/25/2022,4308
M3C 0,09/26/2022,6801
M3C 0,09/27/2022,7025
M3C 0,09/28/2022,9279
M3C 0,09/29/2022,9794
M3C 0,09/30/2022,9850
M3C 0,10/01/2022,9595
M3C 0,10/02/2022,8320
M3C 0,10/03/2022,8595
M3C 0,10/04/2022,9329
M3C 0,10/05/2022,10166
M3C 0,10/06/2022,9537
M3C 0,10/07/2022,8065
M3C 0,10/08/2022,5996
M3C 0,10/09/2022,6127
M3C 0,10/10/2022,5629
M3C 0,10/11/2022,9560
M3C 0,10/12/2022,9517
M3C 0,10/13/2022,7327
M3C 0,10/14/2022,8272
M3C 0,10/15/2022,6641
M3C 0,10/16/2022,7795
M3C 0,10/17/2022,7026
M3C 0,10/18/2022,6497
M3C 0,10/19/2022,6749
M3C 0,10/20/2022,6890
M3C 0,10/21/2022,7887
M3C 0,10/22/2022,8835
M3C 0,10/23/2022,7771
M3C 0,10/24/2022,8223
M3C 0,10/25/2022,8712
M3C 0,10/26/2022,6094
M3C 0,10/27/2022,8288
M3C 0,10/28/2022,7690
M3C 0,10/29/2022,7046
M3C 0,10/30/2022,6229
M3C 0,10/31/2022,5203
M3C 0,11/01/2022,7893
M3C 0,11/02/2022,7875
M3C 0,11/03/2022,7324
M3C 0,11/04/2022,7788
M3C 0,11/05/2022,8014
M3C 0,11/06/2022,6955
M3C 0,11/07/2022,6667
M3C 0,11/08/2022,7078
M3C 0,11/09/2022,6807
M3C 0,11/10/2022,7996
M3C 0,11/11/2022,4288
M3C 0,11/12/2022,4937
M3C 0,11/13/2022,3894
M3C 0,11/14/2022,5417
M3C 0,11/15/2022,3647
M3C 0,11/16/2022,2160
M3C 0,11/17/2022,3749
M3C 0,11/18/2022,3877
M3C 0,11/19/2022,2859
M3C 0,11/20/2022,2099
M3C 0,11/21/2022,3804
M3C 0,11/22/2022,5072
M3C 0,11/23/2022,5632
M3C 0,11/24/2022,5609
M3C 0,11/25/2022,5332
M3C 0,11/26/2022,4740
M3C 0,11/27/2022,2569
M3C 0,11/28/2022,4838
M3C 0,11/29/2022,5473
M3C 0,11/30/2022,2950
M3C 0,12/01/2022,4287
M3C 0,12/02/2022,4384
M3C 0,12/03/2022,2878
M3C 0,12/04/2022,3295
M3C 0,12/05/2022,4405
M3C 0,12/06/2022,4956
M3C 0,12/07/2022,5176
M3C 0,12/08/2022,4979
M3C 0,12/09/2022,4158
M3C 0,12/10/2022,3059
M3C 0,12/11/2022,1153
M3C 0,12/12/2022,2959
M3C 0,12/13/2022,3709
M3C 0,12/14/2022,3322
M3C 0,12/15/2022,1440
M3C 0,12/16/2022,3537
M3C 0,12/17/2022,2884
M3C 0,12/18/2022,2520
M3C 0,12/19/2022,3178
M3C 0,12/20/2022,3990
M3C 0,12/21/2022,3623
M3C 0,12/22/2022,3237
M3C 0,12/23/2022,325
M3C 0,12/24/2022,425
M3C 0,12/25/2022,472
M3C 0,12/26/2022,961
M3C 0,12/27/2022,1556
M3C 0,12/28/2022,2438
M3C 0,12/29/2022,2989
M3C 0,12/30/2022,2568
M3C 0,12/31/2022,1400
M3C 0,01/01/2023,1836
M3C 0,01/02/2023,2720
M3C 0,01/03/2023,2667
M3C 0,01/04/2023,1746
M3C 0,01/05/2023,3238
M3C 0,01/06/2023,3518
M3C 0,01/07/2023,2961
M3C 0,01/08/2023,2535
M3C 0,01/09/2023,3860
M3C 0,01/10/2023,4224
M3C 0,01/11/2023,4040
M3C 0,01/12/2023,3459
M3C 0,01/13/2023,1798
M3C 0,01/14/2023,2160
M3C 0,01/15/2023,2465
M3C 0,01/16/2023,3600
M3C 0,01/17/2023,3363
M3C 0,01/18/2023,4740
M3C 0,01/19/2023,2985
M3C 0,01/20/2023,4235
M3C 0,01/21/2023,3637
M3C 0,01/22/2023,2084
M3C 0,01/23/2023,3655
M3C 0,01/24/2023,4389
M3C 0,01/25/2023,1855
M3C 0,01/26/2023,2215
M3C 0,01/27/2023,3021
M3C 0,01/28/2023,2740
M3C 0,01/29/2023,1727
M3C 0,01/30/2023,3279
M3C 0,01/31/2023,3388
M3C 0,02/01/2023,3117
M3C 0,02/02/2023,3343
M3C 0,02/03/2023,1740
M3C 0,02/04/2023,1363
M3C 0,02/05/2023,2726
M3C 0,02/06/2023,3524
M3C 0,02/07/2023,4427
M3C 0,02/08/2023,4875
M3C 0,02/09/2023,1900
M3C 0,02/10/2023,4211
M3C 0,02/11/2023,3636
M3C 0,02/12/2023,4032
M3C 0,02/13/2023,4315
M3C 0,02/14/2023,5159
M3C 0,02/15/2023,5172
M3C 0,02/16/2023,4098
M3C 0,02/17/2023,3102
M3C 0,02/18/2023,3448
M3C 0,02/19/2023,3907
M3C 0,02/20/2023,3821
M3C 0,02/21/2023,4102
M3C 0,02/22/2023,2143
M3C 0,02/23/2023,695
M3C 0,02/24/2023,1578
M3C 0,02/25/2023,1293
M3C 0,02/26/2023,2401
M3C 0,02/27/2023,2036
M3C 0,02/28/2023,2880
M3C 0,03/01/2023,3672
M3C 0,03/02/2023,4221
M3C 0,03/03/2023,3098
M3C 0,03/04/2023,1526
M3C 0,03/05/2023,2734
M3C 0,03/06/2023,3923
M3C 0,03/07/2023,4104
M3C 0,03/08/2023,4405
M3C 0,03/09/2023,4472
M3C 0,03/10/2023,1647
M3C 0,03/11/2023,2422
M3C 0,03/12/2023,2401
M3C 0,03/13/2023,2691
M3C 0,03/14/2023,3502
M3C 0,03/15/2023,4307
M3C 0,03/16/2023,5004
M3C 0,03/17/2023,3429
M3C 0,03/18/2023,2956
M3C 0,03/19/2023,2340
M3C 0,03/20/2023,4291
M3C 0,03/21/2023,5373
M3C 0,03/22/2023,5046
M3C 0,03/23/2023,4223
M3C 0,03/24/2023,4962
M3C 0,03/25/2023,1826
M3C 0,03/26/2023,4903
M3C 0,03/27/2023,3936
M3C 0,03/28/2023,5772
M3C 0,03/29/2023,4606
M3C 0,03/30/2023,5083
M3C 0,03/31/2023,2852
M3C 0,1/1/2018,250
M3C 0,1/2/2018,1055
M3C 0,1/3/2018,1355
M3C 0,1/4/2018,1301
M3C 0,1/5/2018,871
M3C 0,1/6/2018,406
M3C 0,1/7/2018,550
M3C 0,1/8/2018,1087
M3C 0,1/9/2018,2135
M3C 0,1/10/2018,2118
M3C 0,1/11/2018,1929
M3C 0,1/12/2018,798
M3C 0,1/13/2018,572
M3C 0,1/14/2018,639
M3C 0,1/15/2018,1424
M3C 0,1/16/2018,1627
M3C 0,1/17/2018,1897
M3C 0,1/18/2018,2074
M3C 0,1/19/2018,2357
M3C 0,1/20/2018,1509
M3C 0,1/21/2018,1301
M3C 0,1/22/2018,1458
M3C 0,1/23/2018,2726
M3C 0,1/24/2018,2449
M3C 0,1/25/2018,2482
M3C 0,1/26/2018,2817
M3C 0,1/27/2018,1493
M3C 0,1/28/2018,1576
M3C 0,1/29/2018,1874
M3C 0,1/30/2018,1309
M3C 0,1/31/2018,1628
M3C 0,2/1/2018,2390
M3C 0,2/2/2018,1802
M3C 0,2/3/2018,915
M3C 0,2/4/2018,559
M3C 0,2/5/2018,1597
M3C 0,2/6/2018,2159
M3C 0,2/7/2018,787
M3C 0,2/8/2018,1434
M3C 0,2/9/2018,997
M3C 0,2/10/2018,321
M3C 0,2/11/2018,344
M3C 0,2/12/2018,1617
M3C 0,2/13/2018,1944
M3C 0,2/14/2018,2492
M3C 0,2/15/2018,2553
M3C 0,2/16/2018,2343
M3C 0,2/17/2018,1051
M3C 0,2/18/2018,1208
M3C 0,2/19/2018,767
M3C 0,2/20/2018,2031
M3C 0,2/21/2018,2194
M3C 0,2/22/2018,2797
M3C 0,2/23/2018,2450
M3C 0,2/24/2018,1856
M3C 0,2/25/2018,1940
M3C 0,2/26/2018,3555
M3C 0,2/27/2018,4171
M3C 0,2/28/2018,4133
M3C 0,3/1/2018,3504
M3C 0,3/2/2018,2659
M3C 0,3/3/2018,2091
M3C 0,3/4/2018,1638
M3C 0,3/5/2018,3201
M3C 0,3/6/2018,3143
M3C 0,3/7/2018,3620
M3C 0,3/8/2018,3467
M3C 0,3/9/2018,3356
M3C 0,3/10/2018,1921
M3C 0,3/11/2018,1742
M3C 0,3/12/2018,3099
M3C 0,3/13/2018,3099
M3C 0,3/14/2018,3148
M3C 0,3/15/2018,3223
M3C 0,3/16/2018,2795
M3C 0,3/17/2018,1997
M3C 0,3/18/2018,1903
M3C 0,3/19/2018,3062
M3C 0,3/20/2018,3479
M3C 0,3/21/2018,3757
M3C 0,3/22/2018,3690
M3C 0,3/23/2018,3515
M3C 0,3/24/2018,2164
M3C 0,3/25/2018,1749
M3C 0,3/26/2018,3760
M3C 0,3/27/2018,2594
M3C 0,3/28/2018,4281
M3C 0,3/29/2018,2350
M3C 0,3/30/2018,2178
M3C 0,3/31/2018,1965
M3C 0,4/1/2018,1742
M3C 0,4/2/2018,3330
M3C 0,4/3/2018,2907
M3C 0,4/4/2018,2969
M3C 0,4/5/2018,3610
M3C 0,4/6/2018,2944
M3C 0,4/7/2018,2008
M3C 0,4/8/2018,1785
M3C 0,4/9/2018,3776
M3C 0,4/10/2018,4023
M3C 0,4/11/2018,3357
M3C 0,4/12/2018,3342
M3C 0,4/13/2018,2944
M3C 0,4/14/2018,382
M3C 0,4/15/2018,108
M3C 0,4/16/2018,535
M3C 0,4/17/2018,2292
M3C 0,4/18/2018,3360
M3C 0,4/19/2018,3575
M3C 0,4/20/2018,4070
M3C 0,4/21/2018,3719
M3C 0,4/22/2018,4320
M3C 0,4/23/2018,5343
M3C 0,4/24/2018,4517
M3C 0,4/25/2018,1662
M3C 0,4/26/2018,5755
M3C 0,4/27/2018,5643
M3C 0,4/28/2018,1885
M3C 0,4/29/2018,3236
M3C 0,4/30/2018,6234
M3C 0,5/1/2018,7463
M3C 0,5/2/2018,7519
M3C 0,5/3/2018,4362
M3C 0,5/4/2018,4658
M3C 0,5/5/2018,5637
M3C 0,5/6/2018,3938
M3C 0,5/7/2018,6868
M3C 0,5/8/2018,7659
M3C 0,5/9/2018,7802
M3C 0,5/10/2018,6047
M3C 0,5/11/2018,6199
M3C 0,5/12/2018,4447
M3C 0,5/13/2018,4894
M3C 0,5/14/2018,7383
M3C 0,5/15/2018,4994
M3C 0,5/16/2018,7518
M3C 0,5/17/2018,8011
M3C 0,5/18/2018,6780
M3C 0,5/19/2018,2620
M3C 0,5/20/2018,5505
M3C 0,5/21/2018,5820
M3C 0,5/22/2018,5561
M3C 0,5/23/2018,8212
M3C 0,5/24/2018,8658
M3C 0,5/25/2018,8754
M3C 0,5/26/2018,7105
M3C 0,5/27/2018,8100
M3C 0,5/28/2018,8630
M3C 0,5/29/2018,8714
M3C 0,5/30/2018,8597
M3C 0,5/31/2018,7089
M3C 0,6/1/2018,8275
M3C 0,6/2/2018,6744
M3C 0,6/3/2018,4571
M3C 0,6/4/2018,7365
M3C 0,6/5/2018,7743
M3C 0,6/6/2018,10035
M3C 0,6/7/2018,8740
M3C 0,6/8/2018,8666
M3C 0,6/9/2018,7320
M3C 0,6/10/2018,6705
M3C 0,6/11/2018,8285
M3C 0,6/12/2018,8359
M3C 0,6/13/2018,8668
M3C 0,6/14/2018,8945
M3C 0,6/15/2018,9149
M3C 0,6/16/2018,7681
M3C 0,6/17/2018,5988
M3C 0,6/18/2018,7332
M3C 0,6/19/2018,9321
M3C 0,6/20/2018,12656
M3C 0,6/21/2018,9560
M3C 0,6/22/2018,8343
M3C 0,6/23/2018,3916
M3C 0,6/24/2018,3409
M3C 0,6/25/2018,9028
M3C 0,6/26/2018,9261
M3C 0,6/27/2018,9096
M3C 0,6/28/2018,9194
M3C 0,6/29/2018,8698
M3C 0,6/30/2018,6208
M3C 0,7/1/2018,6338
M3C 0,7/2/2018,5392
M3C 0,7/3/2018,8803
M3C 0,7/4/2018,9647
M3C 0,7/5/2018,7798
M3C 0,7/6/2018,9163
M3C 0,7/7/2018,7536
M3C 0,7/8/2018,7283
M3C 0,7/9/2018,8665
M3C 0,7/10/2018,8945
M3C 0,7/11/2018,9283
M3C 0,7/12/2018,9263
M3C 0,7/13/2018,8641
M3C 0,7/14/2018,6126
M3C 0,7/15/2018,6554
M3C 0,7/16/2018,7182
M3C 0,7/17/2018,9287
M3C 0,7/18/2018,9726
M3C 0,7/19/2018,9598
M3C 0,7/20/2018,9302
M3C 0,7/21/2018,7428
M3C 0,7/22/2018,3733
M3C 0,7/23/2018,8067
M3C 0,7/24/2018,8064
